Value,Label
0,0
23,1
0,0
0,0
0,0
0,1
94,1
31,1
4,0
0,1
5,1
0,1
0,1
0,1
0,1
0,1
0,0
22,1
0,1
0,0
41,1
24,1
25,0
0,0
70,1
0,1
0,0
30,1
75,1
0,0
0,0
0,0
15,1
0,0
0,1
1,1
0,0
0,1
1,1
0,0
0,0
0,1
0,0
2,1
45,1
0,0
0,0
0,1
0,0
0,1
0,0
45,1
0,0
1,0
38,1
36,1
2,0
0,0
53,1
10,0
7,1
0,1
6,1
12,1
0,0
6,1
5,1
77,1
0,1
2,1
0,0
0,1
15,1
0,0
36,1
19,1
0,0
14,0
0,0
15,1
0,0
5,1
21,1
6,1
0,0
0,0
0,0
0,0
0,1
42,1
0,0
0,1
26,1
22,1
31,1
23,1
68,1
0,0
0,0
0,1
6,0
0,1
2,1
16,1
1,0
0,0
2,0
0,0
10,1
0,0
0,0
1,1
0,0
0,0
17,1
0,0
4,1
0,0
1,0
0,0
53,0
0,0
0,0
0,0
33,1
1,0
36,1
0,0
39,1
52,1
0,0
0,1
0,0
18,1
4,1
9,1
28,1
20,1
26,0
0,1
0,0
0,0
0,1
0,0
18,1
0,1
0,1
0,1
10,0
20,1
14,1
0,0
0,1
0,0
0,0
0,0
0,0
46,1
28,0
29,0
51,1
75,1
0,0
4,0
14,1
0,0
6,0
72,1
0,0
0,0
0,0
0,0
1,1
0,1
0,1
29,0
0,1
46,1
1,0
18,1
0,0
0,1
23,1
0,0
11,1
1,0
0,0
84,1
0,0
19,1
2,1
2,0
98,1
0,0
0,0
33,1
29,1
0,0
0,0
0,1
0,1
0,0
1,0
0,0
2,0
0,1
12,1
0,0
0,0
38,1
3,0
0,1
91,1
44,1
1,0
0,1
0,1
0,1
28,1
0,0
42,0
1,0
0,0
1,0
2,0
0,1
87,1
9,1
0,0
19,1
0,0
0,1
11,1
0,0
0,0
21,1
0,0
0,0
0,1
0,0
10,1
1,0
93,0
0,1
0,0
0,1
0,0
3,1
1,0
4,0
0,1
67,1
14,1
16,0
0,0
4,0
20,1
0,0
178,1
6,0
3,0
0,0
0,0
0,1
0,0
0,0
20,1
0,1
71,1
1,0
0,1
9,1
8,0
1,0
0,0
7,1
0,0
2,0
0,1
2,1
0,1
81,1
2,0
50,1
0,0
0,1
8,0
0,0
7,0
0,1
0,0
0,1
0,0
0,0
9,1
5,1
0,0
69,1
0,1
0,0
2,0
0,0
1,1
0,1
42,1
0,0
0,0
15,0
109,1
0,0
2,0
0,1
0,0
0,0
0,0
19,1
13,1
1,1
10,1
2,0
0,0
20,1
52,1
0,0
0,1
0,1
0,1
1,0
1,1
0,0
14,1
0,1
0,0
8,0
1,0
0,0
0,1
0,1
0,0
2,1
0,1
0,0
2,0
1,0
0,0
0,1
0,1
0,1
0,1
26,1
4,0
0,0
0,1
21,1
2,0
0,0
0,1
6,1
0,0
0,0
0,0
15,0
0,1
3,0
0,0
32,0
0,1
0,0
28,1
0,1
17,1
34,1
0,0
8,1
21,1
0,0
0,0
28,1
21,1
0,1
0,1
0,0
1,0
12,1
0,0
0,0
0,0
0,0
0,0
0,0
18,1
7,0
0,1
0,1
43,0
0,0
29,1
18,0
1,1
19,1
1,0
38,1
22,0
0,1
0,0
0,0
0,0
17,0
8,1
0,0
0,0
67,1
0,0
0,0
2,1
9,0
19,1
0,0
0,0
1,1
19,1
0,1
0,1
0,0
24,0
0,0
0,1
12,1
0,0
0,0
0,0
45,1
2,0
0,0
29,1
1,1
0,0
45,1
0,0
0,0
30,0
51,1
44,1
0,0
0,0
0,0
1,0
0,1
12,1
0,0
0,1
0,0
0,0
0,1
0,0
0,1
1,0
0,0
0,0
16,1
0,0
18,1
29,0
75,0
0,0
0,0
8,0
0,1
0,0
2,0
28,1
15,1
47,1
0,0
0,0
62,1
0,1
0,0
0,0
0,0
0,0
0,1
0,0
43,1
1,0
0,0
2,1
33,1
2,0
0,1
22,1
2,1
0,0
0,0
0,0
0,0
0,1
0,0
0,0
4,1
0,0
3,1
0,0
0,0
0,1
10,0
0,0
0,0
0,0
0,0
0,0
46,1
0,0
9,1
1,0
0,1
0,0
21,1
2,0
0,1
5,1
0,1
0,0
0,0
0,0
63,1
0,1
30,1
0,0
13,1
2,1
9,1
0,0
41,1
0,0
2,0
3,1
2,0
16,1
0,0
0,1
27,1
0,0
1,0
0,1
2,0
16,0
0,1
10,0
48,1
0,0
31,1
0,0
1,1
0,0
0,0
15,1
0,0
0,1
46,1
2,0
0,0
0,0
61,1
11,1
48,1
0,0
0,1
12,0
0,0
24,1
14,1
15,1
9,0
0,1
27,1
12,0
0,1
8,1
0,1
0,1
0,0
18,1
0,0
0,1
0,1
0,1
29,1
0,1
0,0
0,0
6,0
0,0
11,1
0,1
38,1
0,0
0,1
2,0
0,0
0,0
0,1
0,0
56,1
0,1
0,1
0,1
0,0
2,0
41,1
0,0
137,1
0,1
0,1
0,0
8,1
51,1
0,0
0,1
0,1
0,0
0,0
1,1
7,1
0,1
0,0
0,1
0,0
0,0
0,0
0,0
36,1
0,1
45,1
0,0
0,0
0,0
14,1
0,1
0,0
0,0
0,0
0,0
1,1
0,0
3,0
65,1
3,0
38,1
8,1
39,1
4,0
0,0
73,1
62,1
0,0
25,0
0,0
2,0
0,0
0,1
16,0
0,0
0,0
25,1
47,1
21,1
0,0
51,1
36,1
0,1
0,0
0,0
11,0
0,1
0,0
0,1
3,0
0,0
34,1
1,0
8,0
31,1
0,0
0,0
0,0
58,1
0,1
31,1
1,1
0,1
24,1
25,1
0,0
0,0
25,1
0,1
0,0
0,0
0,0
102,1
1,1
4,0
2,0
0,0
0,0
0,1
28,1
0,1
0,0
0,0
0,1
0,0
0,0
0,1
0,0
0,1
0,1
97,1
0,1
0,0
0,0
0,0
6,1
4,0
52,1
0,1
19,1
12,1
0,0
4,1
0,1
0,1
104,1
30,1
2,0
0,1
2,1
31,1
0,0
0,0
0,0
0,1
0,0
0,0
33,1
0,0
6,1
0,0
0,0
9,1
0,1
0,0
0,1
21,1
0,0
5,0
0,0
0,1
0,1
0,0
54,1
33,0
0,0
53,1
85,1
4,0
0,1
0,0
39,1
0,1
23,1
2,0
37,1
63,0
0,0
0,0
0,0
18,1
0,0
7,1
1,0
25,0
0,0
0,1
0,0
0,0
1,1
2,0
63,1
89,1
0,0
145,0
11,1
87,1
0,1
5,1
0,1
0,1
3,0
0,0
0,1
0,0
2,0
0,1
2,1
0,0
0,1
0,0
16,1
0,0
32,1
0,0
0,0
12,1
0,1
14,1
0,0
0,0
0,0
1,0
38,1
0,0
0,0
0,1
0,0
56,1
0,0
0,1
18,1
0,0
33,1
3,0
0,1
15,1
0,0
21,1
0,0
0,0
13,1
0,0
2,1
0,1
0,1
6,0
0,0
4,1
0,1
0,1
0,0
21,1
0,1
0,0
17,1
0,0
30,1
85,1
24,1
2,0
0,0
0,0
0,1
1,0
15,1
0,0
22,1
0,0
0,0
0,0
62,1
0,0
0,0
0,1
11,0
0,0
1,0
25,1
0,1
0,0
0,1
2,1
0,0
8,1
0,1
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
27,1
0,1
2,1
0,0
3,1
9,1
50,1
4,0
1,0
0,1
1,0
29,1
91,1
0,0
0,1
0,1
1,0
37,1
0,0
0,0
0,0
54,1
3,0
68,1
2,0
1,0
0,0
0,0
43,1
84,1
2,0
0,0
0,1
3,0
0,0
1,1
0,1
0,0
0,0
10,1
39,1
1,0
0,0
16,1
0,0
1,0
22,1
1,0
0,1
45,1
0,0
0,0
0,1
23,0
31,1
0,0
24,0
0,0
0,0
2,1
66,1
106,1
1,1
0,0
0,0
22,1
17,1
11,1
1,0
0,0
0,1
0,0
0,0
0,1
0,0
0,0
0,1
0,0
82,0
0,0
0,0
0,0
13,1
0,0
0,1
0,0
0,0
0,1
152,1
0,0
9,1
1,0
4,1
0,0
0,0
2,1
0,1
0,1
0,0
5,0
71,0
0,1
0,1
0,1
53,1
2,0
0,1
0,0
0,0
0,1
2,0
3,0
0,0
3,0
0,0
5,1
30,1
0,1
0,0
19,1
11,1
0,0
1,0
0,0
0,1
0,0
1,0
0,0
0,1
0,0
0,1
7,0
6,1
0,1
1,1
27,1
0,1
0,1
0,0
15,1
4,0
56,0
42,1
1,1
19,1
9,0
0,0
0,0
14,0
15,1
0,0
0,0
1,1
26,1
0,1
4,0
0,0
0,0
2,0
0,0
0,0
0,0
22,1
32,1
2,0
0,0
90,1
0,0
0,1
77,1
6,1
28,0
1,0
24,0
0,0
58,1
13,1
0,1
101,1
0,0
0,0
0,1
1,0
0,0
0,0
32,1
10,1
0,0
0,0
0,0
0,1
0,0
40,1
1,0
113,1
3,0
0,0
43,1
13,1
0,1
0,1
103,1
0,0
31,1
0,0
0,0
54,1
0,0
1,1
22,1
0,1
0,1
0,0
0,1
0,0
36,1
13,1
10,1
10,0
0,0
0,0
2,1
0,0
0,1
0,0
0,1
0,1
0,0
4,1
76,1
0,0
0,0
0,1
0,0
1,0
0,0
0,0
0,0
0,0
2,0
0,0
0,0
3,1
36,1
8,0
0,1
30,1
0,1
13,1
3,0
0,1
0,1
4,0
6,1
2,0
23,1
27,1
0,1
4,0
39,1
0,0
12,1
0,1
2,1
2,0
0,1
26,1
50,1
3,1
0,0
0,1
0,1
31,1
0,1
3,0
0,1
148,0
7,1
1,0
20,0
159,1
20,1
1,0
0,0
75,1
29,1
0,0
0,0
0,0
0,0
9,0
0,0
1,0
68,1
13,1
22,1
0,0
0,1
61,1
9,0
0,1
1,0
14,0
11,0
0,0
0,0
0,1
0,0
0,0
0,0
29,1
0,0
0,1
43,1
0,1
0,1
0,0
0,0
94,1
0,0
0,0
0,0
0,0
2,0
5,0
0,0
41,1
13,1
33,1
0,0
0,0
0,0
2,0
9,0
0,1
0,0
0,0
0,0
0,1
18,1
0,0
54,1
0,1
0,0
0,0
0,0
1,1
2,0
2,1
0,0
0,0
0,0
0,1
0,0
69,1
0,1
2,0
0,0
0,0
67,0
0,1
0,1
21,1
0,0
63,1
35,1
0,1
0,1
50,1
0,1
2,0
0,1
0,0
0,0
4,1
65,1
0,0
5,0
0,1
0,0
0,0
18,1
0,0
16,1
0,0
0,0
27,1
0,0
73,1
0,0
7,0
21,0
0,0
69,1
2,0
1,1
17,1
2,0
8,0
44,1
0,0
2,1
9,0
0,0
0,0
14,1
0,0
0,0
0,0
56,1
0,0
1,0
0,0
0,1
10,0
0,0
0,1
0,1
19,1
0,0
0,0
0,0
19,1
0,0
3,0
61,1
47,1
0,0
0,0
16,1
1,0
7,0
1,0
0,0
0,0
0,0
0,0
28,1
0,1
1,0
1,1
7,0
19,1
1,0
0,0
23,1
2,1
0,1
0,0
11,0
0,0
0,1
0,0
0,0
0,0
1,0
0,0
9,0
0,0
11,0
0,0
1,1
0,0
1,1
0,1
80,1
0,0
0,1
0,0
39,1
0,0
43,1
38,1
0,0
0,0
19,1
0,1
42,1
0,0
0,0
33,1
0,0
0,1
0,1
5,1
25,1
27,1
53,1
0,0
3,1
0,0
0,1
31,1
2,0
12,1
0,0
1,0
9,0
0,0
0,0
14,1
1,0
5,0
4,1
28,1
5,1
0,0
1,0
0,0
3,1
0,0
0,1
10,1
0,1
0,1
36,1
0,1
0,1
0,0
15,1
0,0
30,1
0,0
30,1
1,0
11,1
0,0
16,1
0,0
0,0
2,1
0,0
0,0
3,1
9,1
0,0
0,0
2,0
0,0
0,0
0,0
1,0
0,0
38,1
0,1
8,1
0,0
22,0
5,1
44,1
2,1
36,1
0,0
1,0
0,1
6,0
74,1
0,0
0,0
34,1
67,1
0,0
0,0
71,1
0,0
0,1
0,0
0,1
0,1
15,1
0,1
0,1
0,0
6,0
20,1
22,1
38,1
0,0
0,0
0,0
11,0
0,1
0,1
17,1
114,1
0,0
12,1
14,1
0,0
0,0
0,0
0,0
9,1
41,1
3,0
0,1
8,1
20,1
0,1
0,1
0,1
0,0
0,0
0,0
0,0
0,1
14,1
29,1
1,0
4,0
0,1
58,1
28,1
1,0
0,0
0,0
105,1
2,0
0,0
82,1
0,0
0,0
0,0
35,1
8,0
0,0
17,1
0,0
4,0
48,0
50,1
0,0
2,0
25,1
0,0
83,1
0,0
0,0
0,0
0,0
0,0
74,1
15,0
1,0
0,1
4,1
3,1
0,0
0,0
23,0
0,0
38,1
0,1
0,0
2,0
0,0
30,1
0,0
0,0
0,0
0,0
0,0
0,0
2,1
3,1
19,1
0,0
0,0
4,1
0,0
0,0
0,1
28,0
55,1
0,0
0,0
0,1
47,0
0,1
0,0
39,1
39,1
0,0
57,1
1,0
10,0
0,1
5,0
0,0
0,0
8,0
40,1
48,1
0,1
0,1
53,0
0,0
6,1
12,1
0,0
4,1
0,0
0,0
6,0
0,1
0,0
1,1
3,1
0,1
0,0
76,1
0,0
0,0
0,0
24,0
0,1
0,0
1,1
9,0
1,0
8,1
32,1
0,0
33,1
48,1
0,0
98,1
6,1
5,1
2,0
0,0
0,0
0,1
0,0
0,0
29,1
62,1
0,0
0,0
1,1
9,0
18,1
10,1
21,1
15,1
0,0
0,0
13,1
1,0
45,1
2,0
4,0
0,0
0,1
0,0
16,1
11,1
0,0
0,0
32,0
3,1
0,0
0,0
0,0
0,1
20,1
0,0
0,1
0,1
21,1
0,1
0,0
0,1
58,1
0,0
19,1
0,0
1,0
0,1
0,1
0,0
3,0
0,1
5,0
3,0
8,0
120,1
1,0
117,1
0,1
21,1
21,1
0,0
0,1
68,1
14,0
1,0
16,1
0,0
0,0
0,0
1,0
1,1
0,0
0,1
16,1
68,1
1,0
0,1
0,0
0,0
0,0
0,1
0,1
0,0
8,0
35,1
0,1
0,1
59,1
0,1
0,0
90,1
0,1
0,0
0,0
2,1
0,0
0,0
6,1
1,0
0,0
0,1
21,1
37,1
3,1
0,1
0,1
44,1
0,0
2,1
0,0
0,1
0,0
11,1
0,0
22,1
0,1
0,0
19,1
0,0
3,0
0,0
0,0
0,0
0,0
0,1
0,0
23,1
0,1
67,1
10,1
48,0
0,0
1,1
51,0
0,1
0,0
1,1
8,1
9,0
0,1
22,1
6,1
67,1
0,1
0,0
65,1
2,1
0,0
0,1
52,1
85,1
1,0
0,0
52,1
1,0
0,0
0,0
0,0
2,0
7,1
0,0
0,0
0,0
11,1
0,0
23,1
0,0
1,0
126,1
0,0
0,0
0,1
0,0
6,1
84,1
37,0
1,0
0,0
0,1
0,0
2,1
0,0
0,0
0,0
20,1
0,0
0,1
42,1
0,1
4,1
0,0
18,1
0,0
1,0
0,0
31,1
51,1
0,0
0,1
0,0
2,0
51,1
0,0
26,1
4,1
70,1
65,1
0,1
19,0
4,1
0,0
0,0
2,1
0,0
0,0
3,0
0,0
1,0
2,0
26,1
1,0
1,0
0,1
0,0
18,1
0,1
0,0
0,1
2,0
0,0
2,1
2,1
0,0
25,1
0,0
51,1
0,1
1,1
1,0
34,1
0,0
1,0
0,1
3,1
82,1
65,1
0,0
0,0
2,0
0,1
14,1
0,0
0,0
7,0
42,0
6,0
0,0
7,1
0,0
0,0
0,1
0,0
18,1
2,0
0,1
9,1
7,1
3,1
0,1
0,0
4,1
24,1
0,0
0,0
21,1
1,0
0,0
0,0
0,0
9,0
25,1
0,0
0,0
173,1
3,0
0,0
0,0
0,1
4,1
2,0
1,0
0,0
5,1
0,0
21,1
8,0
81,1
3,0
35,1
0,1
24,1
0,0
18,1
0,0
1,0
4,0
55,1
0,1
0,0
0,1
0,1
0,0
33,1
22,1
0,1
3,1
1,0
0,1
0,0
56,1
11,1
0,1
0,0
22,1
0,0
69,1
0,0
0,1
0,0
0,0
0,0
0,1
0,0
1,0
0,0
2,0
25,1
8,1
0,1
3,0
48,0
0,1
0,1
5,0
4,1
104,1
1,0
0,0
0,0
0,1
0,0
0,0
45,1
1,1
11,1
0,1
0,0
14,1
4,0
0,1
5,0
2,0
54,1
7,0
1,0
0,1
4,1
2,0
7,1
3,0
0,0
0,0
0,0
8,0
12,1
0,1
22,0
0,1
0,0
0,0
3,0
3,0
0,0
0,1
0,0
0,0
15,1
20,1
44,1
24,1
0,1
0,0
26,1
0,1
0,0
0,0
2,0
0,0
1,0
0,0
0,0
5,0
1,0
106,0
39,1
0,0
0,0
0,0
0,0
10,1
0,0
0,0
0,1
0,1
146,1
9,1
0,0
0,0
0,0
1,0
19,1
79,1
1,1
5,1
0,0
22,1
0,0
0,1
0,0
0,0
0,0
56,1
17,0
0,1
0,0
7,0
24,1
0,0
0,0
0,0
55,1
1,1
0,1
7,0
0,0
46,1
0,1
0,1
51,1
0,1
0,0
50,1
0,0
21,1
0,0
0,0
0,0
8,1
48,1
0,1
0,1
13,0
4,0
28,1
0,0
0,0
38,1
0,0
6,1
0,1
2,1
1,0
1,0
0,0
0,0
62,1
7,0
0,1
16,1
17,1
0,1
0,0
0,1
0,1
0,0
5,0
76,1
17,1
0,0
0,0
1,0
0,1
0,0
0,0
5,1
0,0
40,1
4,1
0,0
63,1
0,0
0,0
18,1
43,1
10,1
0,1
0,0
0,0
0,1
147,1
0,0
0,0
0,1
7,0
2,0
3,1
0,0
0,1
17,1
0,0
0,1
46,1
17,1
0,0
13,1
29,1
0,1
0,1
2,0
1,0
0,1
0,0
4,1
0,1
32,1
15,0
25,1
0,1
15,1
0,1
50,1
12,1
45,1
0,1
0,0
4,0
12,0
39,1
0,0
0,1
0,1
0,0
0,0
97,1
3,1
0,1
7,0
0,1
34,1
0,0
30,1
1,0
0,0
30,1
0,0
19,1
28,1
0,0
0,0
4,1
53,1
0,0
0,1
26,1
0,0
0,0
2,1
30,1
5,1
49,1
56,1
0,0
0,0
0,0
0,1
0,1
0,0
0,0
7,1
2,1
20,1
14,0
0,0
46,1
0,1
3,0
5,0
47,1
47,1
0,1
46,1
1,0
2,1
0,1
0,1
1,0
27,1
22,1
18,1
10,1
74,1
71,1
4,1
0,0
0,0
0,0
0,1
0,0
11,1
1,0
138,1
0,1
0,0
0,0
3,0
14,1
4,0
6,1
0,0
0,0
7,1
0,0
0,0
31,1
0,0
10,0
0,1
15,1
0,0
0,0
7,1
0,1
27,0
0,1
0,1
1,0
3,1
0,0
0,0
47,1
0,1
2,1
0,0
0,0
53,1
16,1
74,1
34,1
0,0
0,0
0,0
29,1
91,1
4,1
0,1
0,1
24,1
1,0
0,0
1,0
28,1
33,1
0,0
0,0
6,1
0,0
0,0
0,1
0,1
1,1
15,1
0,1
0,0
0,0
11,0
24,1
10,1
0,0
0,0
54,0
12,1
6,0
0,0
67,1
28,1
0,1
0,1
31,1
7,0
0,0
0,0
0,0
0,0
0,1
40,1
5,1
0,1
0,0
52,1
29,1
44,1
0,0
0,1
77,1
0,1
0,0
0,0
1,1
0,0
0,1
0,0
68,1
0,0
1,0
14,1
4,0
0,1
0,0
0,0
0,1
0,0
0,0
0,0
0,1
0,1
72,1
0,0
0,0
0,1
0,1
0,0
1,0
0,0
26,1
0,0
1,0
0,1
0,0
49,1
0,0
0,0
0,1
0,1
0,0
22,1
2,1
0,0
7,0
31,1
0,0
15,1
0,1
1,0
3,0
1,1
32,1
0,0
24,1
23,0
1,0
1,1
0,0
62,0
0,0
0,1
75,1
16,1
0,0
0,1
52,1
0,0
95,1
0,0
0,0
11,0
0,0
0,0
0,0
1,1
0,0
0,0
0,1
0,1
0,1
25,1
3,1
104,1
13,1
0,0
7,0
0,0
2,0
38,1
0,1
10,1
0,0
4,0
6,1
23,0
5,1
0,1
40,1
0,1
37,1
0,0
0,0
38,1
14,0
3,1
0,0
0,0
0,0
318,1
17,1
16,1
26,1
0,0
1,0
0,1
10,1
0,0
54,1
0,0
1,0
0,0
35,1
0,1
103,1
53,1
4,1
0,0
28,1
0,0
32,1
8,1
0,0
31,1
0,0
0,0
0,1
0,1
0,0
0,0
1,0
0,1
0,0
7,1
0,1
0,1
0,0
12,0
0,1
0,1
6,1
0,0
0,0
9,1
36,0
0,0
70,1
0,0
5,0
0,1
0,1
0,0
2,0
0,1
1,0
0,0
4,1
0,0
0,1
2,0
48,1
0,0
0,1
0,0
0,1
0,1
0,0
1,0
0,1
4,1
0,0
29,1
0,0
2,0
27,1
0,0
176,1
0,0
0,0
0,1
0,0
106,1
0,1
0,1
4,0
0,1
21,1
0,1
38,1
0,1
1,0
4,1
31,1
18,1
0,0
25,1
0,1
12,0
0,0
0,1
76,1
0,0
5,1
0,0
15,1
0,1
0,1
0,1
2,0
0,1
25,1
0,1
5,1
12,0
0,1
21,1
0,0
24,1
0,0
0,0
2,1
0,0
72,1
0,1
0,0
16,0
0,1
0,0
4,0
6,1
160,1
0,1
26,0
0,1
0,0
10,1
1,0
5,0
3,1
0,0
0,1
29,1
64,1
37,1
49,1
0,0
0,0
1,0
18,1
0,0
0,0
22,1
2,1
0,1
58,1
1,0
0,1
0,0
32,0
0,0
0,1
0,0
45,1
57,1
18,0
0,0
0,0
0,0
0,1
0,1
11,1
0,0
2,1
1,0
0,1
8,1
0,0
6,0
0,0
0,1
18,1
28,1
2,1
0,1
18,1
134,1
8,1
33,1
4,0
1,0
22,1
0,0
25,0
0,1
0,0
0,1
0,0
25,1
73,1
0,0
0,0
59,1
0,0
1,0
0,0
0,1
9,0
3,1
0,1
0,1
4,0
23,1
0,1
0,0
8,0
1,0
0,0
10,0
1,0
16,1
16,1
0,0
0,0
41,1
0,0
0,0
1,1
0,0
13,1
0,0
28,1
57,1
47,1
1,0
12,1
15,0
19,1
0,0
0,0
0,0
8,1
0,0
2,0
0,1
0,0
0,0
32,1
0,0
0,1
66,0
0,0
36,1
0,0
0,1
0,0
0,0
0,0
1,0
0,1
43,1
80,1
0,0
19,1
5,1
0,1
0,0
0,1
5,1
0,0
0,1
0,0
0,1
0,0
0,0
48,1
0,0
44,1
18,0
6,1
7,0
21,1
1,1
0,0
0,1
10,1
0,1
0,0
39,1
0,0
42,1
0,0
0,1
32,1
0,0
87,1
0,1
0,1
0,0
8,1
0,0
3,0
0,0
1,0
29,1
3,0
0,0
1,0
0,0
39,1
0,1
0,0
0,0
9,0
90,1
0,1
4,0
21,1
38,1
0,0
3,0
0,0
22,1
29,0
2,0
17,1
11,0
1,0
0,1
0,0
0,0
0,0
0,0
13,1
18,1
5,0
0,0
42,1
3,1
4,1
1,1
0,0
1,1
2,0
2,0
0,0
0,0
5,0
0,0
0,0
0,0
0,1
0,0
0,0
25,1
7,0
19,1
10,1
45,1
0,1
0,0
0,1
0,0
0,1
0,1
0,0
2,1
0,0
9,1
28,0
0,1
0,0
0,1
28,1
15,0
44,1
0,1
0,0
2,0
0,0
11,0
232,1
79,1
15,1
0,1
13,1
20,1
131,1
0,0
0,0
0,0
0,0
5,1
25,1
24,0
0,0
0,0
45,1
0,0
33,1
1,1
13,1
0,0
0,1
0,0
0,0
7,1
4,1
0,0
0,0
34,1
0,1
1,1
38,1
6,1
0,0
21,1
3,0
1,0
0,0
22,1
0,1
0,1
0,0
0,1
0,1
24,1
51,1
0,1
0,1
30,1
3,0
0,0
0,0
14,0
0,1
15,1
0,0
3,0
0,0
0,0
28,1
0,0
0,0
48,1
0,0
0,0
0,0
0,0
41,1
1,0
0,0
0,0
23,1
0,1
0,0
9,1
0,0
16,1
0,0
52,1
0,1
55,1
6,0
6,1
0,0
2,0
0,1
45,1
2,1
0,1
0,0
0,1
2,1
15,1
22,1
0,0
4,1
0,1
0,0
19,1
0,0
1,0
23,1
5,1
0,1
1,0
3,0
41,1
0,1
0,0
0,0
4,0
1,0
44,1
17,1
0,0
0,0
0,0
0,0
3,1
29,1
0,0
19,1
0,0
0,1
0,1
0,0
13,1
0,0
0,0
0,1
4,0
0,0
0,1
0,0
21,0
0,1
0,0
14,1
1,1
0,0
0,0
0,1
1,0
0,1
0,1
0,0
18,0
0,0
4,1
0,0
0,0
12,1
2,0
0,0
0,0
0,0
65,1
0,0
0,1
3,0
44,0
1,0
0,0
2,0
83,1
0,1
3,0
57,1
0,0
11,1
2,1
0,0
23,1
4,1
80,1
0,0
1,0
0,1
1,0
32,1
0,1
8,0
27,1
2,1
0,0
0,1
20,1
0,0
0,0
34,0
0,0
0,1
0,0
43,1
0,0
0,0
22,1
0,0
0,1
0,0
1,0
28,1
23,1
0,1
10,0
12,0
33,1
18,1
0,0
0,0
0,1
0,0
20,1
0,1
6,0
0,0
2,1
14,1
17,1
0,0
0,0
0,0
13,1
0,1
1,0
0,1
1,0
0,1
0,0
23,1
0,1
0,1
8,0
30,1
11,1
0,1
0,0
9,1
5,1
0,0
5,1
0,0
40,1
0,0
37,1
0,0
16,1
0,0
0,0
29,1
1,0
17,0
0,1
0,0
0,1
1,1
5,0
0,0
24,1
0,0
114,1
5,1
0,0
6,1
0,0
26,1
2,0
31,1
30,1
0,0
0,0
0,1
1,0
3,1
0,1
11,0
1,0
10,1
0,1
0,0
64,1
6,0
78,1
2,0
19,1
6,1
1,1
0,1
0,1
3,1
2,0
0,0
2,1
17,1
22,1
20,1
36,1
19,1
8,0
0,1
9,0
0,0
134,1
0,0
0,0
5,1
0,1
0,1
0,0
0,0
0,1
0,1
94,1
6,0
0,0
5,1
7,0
0,0
0,1
0,1
15,0
0,0
0,1
0,1
7,0
0,0
0,1
0,0
3,0
0,1
0,1
